login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
Kushal334,Kushal334/lightning-tutorials,2022-02-07T16:44:11Z,1,1,Python,True,True,Apache License 2.0
Kushal334,Kushal334/Linear-Regression-Implementation-in-Python-master,2022-02-05T15:40:06Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Linear-regression-Python,2022-02-05T15:26:32Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Liver-Disease-Prediction,2022-02-13T09:28:30Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Login-screen-UI,2022-02-03T17:43:19Z,2,2,Swift,True,True,MIT License
Kushal334,Kushal334/Login-screen-using-Swift,2022-02-03T17:24:49Z,1,1,Swift,True,True,Apache License 2.0
Kushal334,Kushal334/Login-screen-using-Swift-language,2022-02-03T17:36:39Z,6,6,Swift,True,True,
Kushal334,Kushal334/long-text-token-classification-main,2022-02-07T06:19:31Z,1,1,Python,True,True,MIT License
Kushal334,Kushal334/Machine-learning----basics,2022-02-17T17:16:58Z,2,2,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/Machine-learning-Basics-ML,2022-02-11T14:13:48Z,2,2,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/Machine-Learning-NLP-Deep-Learning,2022-02-10T11:13:17Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/machine-ML-learning-basics,2022-02-12T07:46:37Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/machine_learning-basics,2022-02-06T09:35:05Z,2,2,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/machine_learning-Basics-,2022-02-08T10:57:39Z,2,2,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/machine_learning-basics--,2022-02-17T16:56:46Z,2,2,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/machine_learning-Basics-ML,2022-02-10T12:06:33Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/machine_learning-ML-BASICS,2022-02-20T07:08:26Z,3,3,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/machine_learning_basics,2022-02-06T08:41:23Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/machine_learning_basics-,2022-02-07T17:15:37Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/machine_learning_basics-master,2022-02-06T07:42:35Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/Medical-Imaging-Semantic-Segmentation,2022-02-06T09:49:47Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/meta_intelligence,2022-02-05T17:25:47Z,1,1,Python,True,True,MIT License
Kushal334,Kushal334/micrograd-master,2022-02-07T06:25:26Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/minGPT-master,2022-02-07T06:26:59Z,2,2,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/MIT-Fintech-Challenge-master,2022-02-06T09:02:46Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/ML-Basics,2022-02-12T08:24:36Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/ML-Basics--machine--learning,2022-02-15T17:33:44Z,4,4,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/ML-Basics-Machine-learning,2022-02-19T08:57:38Z,4,4,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/ML_Intro_project,2022-03-04T08:55:37Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/movie-barcodes,2022-02-12T07:16:09Z,2,2,Python,True,True,GNU General Public License v3.0
Kushal334,Kushal334/Multi-class-Peer-Loss-functions,2022-02-08T10:13:01Z,2,2,Python,True,True,MIT License
Kushal334,Kushal334/multimodal_information_integration,2022-02-11T14:03:49Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Multiple-Linear-Regression-master,2022-02-06T09:13:31Z,1,1,Python,True,True,
Kushal334,Kushal334/Multithreading-Scraping-in-Python,2022-02-10T10:53:38Z,1,1,Python,True,True,
Kushal334,Kushal334/natural-language-processing-master,2022-02-07T16:59:17Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Neural-Image-Caption-Generator,2022-02-11T13:52:34Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Neural-Image-Caption-Generator--,2022-02-15T17:12:20Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Notebook-Jupyter-Model,2022-02-06T07:58:11Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Notebooks-python-master,2022-02-05T17:05:22Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/OpenCV-Document-Scanner,2022-02-12T07:11:15Z,1,1,Python,True,True,
Kushal334,Kushal334/Predictive-Analytics-in-Python,2022-02-07T06:38:23Z,1,1,Jupyter Notebook,True,True,GNU General Public License v3.0
Kushal334,Kushal334/Principle-Component-Analysis-Using-Numpy,2022-02-06T17:22:55Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Principle-Component-Analysis-Using-Numpy-,2022-02-10T11:57:17Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Principle-Component-Analysis-Using-Numpy-Pandas,2022-02-07T17:33:13Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Principle-Component-Analysis-Using-Numpy-Pandas-master,2022-02-06T08:07:35Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Principle-Component-Analysis-using-pandas,2022-02-17T16:55:04Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/probflow,2022-02-10T10:57:57Z,1,1,Python,True,True,MIT License
Kushal334,Kushal334/project,2021-09-18T17:39:00Z,6,6,Swift,True,True,
Kushal334,Kushal334/Project-10,2021-09-19T15:51:37Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-11,2021-09-19T15:54:57Z,1,1,Swift,True,True,
Kushal334,Kushal334/Project-12,2021-09-19T15:57:28Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-13,2021-09-19T16:00:11Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-14,2021-09-19T16:01:32Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-15,2021-09-19T16:03:28Z,1,1,Swift,True,True,
Kushal334,Kushal334/Project-16,2021-09-20T15:59:05Z,1,1,Swift,True,True,
Kushal334,Kushal334/Project-17,2021-09-20T17:52:52Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-18,2021-09-20T17:54:16Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-19,2021-09-20T17:55:48Z,1,1,Swift,True,True,
Kushal334,Kushal334/project-2,2021-09-18T17:42:17Z,4,4,Swift,True,True,
Kushal334,Kushal334/Project-20,2021-09-20T17:56:57Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-21,2021-09-20T17:59:55Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-22,2021-09-20T18:01:27Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-23,2021-09-20T18:02:42Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-24,2021-09-20T18:04:03Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-25,2021-09-20T18:05:15Z,1,1,Swift,True,True,
Kushal334,Kushal334/Project-27,2021-09-20T18:07:09Z,1,1,Swift,True,True,
Kushal334,Kushal334/Project-28,2021-09-22T17:32:50Z,1,1,Swift,True,True,Other
Kushal334,Kushal334/Project-29,2021-09-22T17:37:50Z,1,1,Swift,True,True,MIT License
Kushal334,Kushal334/project-3,2021-09-18T17:44:18Z,3,3,Swift,True,True,
Kushal334,Kushal334/Project-30,2021-09-22T17:40:23Z,1,1,Swift,True,True,MIT License
Kushal334,Kushal334/Project-31,2021-09-22T17:45:35Z,1,1,Swift,True,True,
Kushal334,Kushal334/Project-32,2021-09-22T17:47:13Z,1,1,Swift,True,True,
Kushal334,Kushal334/Project-33,2021-09-22T17:49:11Z,2,2,Swift,True,True,
Kushal334,Kushal334/Project-34,2021-09-22T17:51:17Z,1,1,Swift,True,True,
Kushal334,Kushal334/Project-35,2021-09-22T17:52:32Z,1,1,Swift,True,True,
Kushal334,Kushal334/Project-36,2021-09-23T17:45:16Z,1,1,Swift,True,True,MIT License
Kushal334,Kushal334/Project-37,2021-09-23T17:53:21Z,1,1,Swift,True,True,Apache License 2.0
Kushal334,Kushal334/Project-38,2021-09-23T17:59:52Z,2,2,Swift,True,True,
Kushal334,Kushal334/Project-39,2021-09-23T18:01:56Z,1,1,Swift,True,True,Other
Kushal334,Kushal334/project-4,2021-09-18T17:45:48Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-40,2021-09-23T18:07:11Z,1,1,Swift,True,True,MIT License
Kushal334,Kushal334/Project-41,2021-09-24T14:31:02Z,1,1,Swift,True,True,Apache License 2.0
Kushal334,Kushal334/Project-42,2021-09-25T14:40:48Z,2,2,Swift,True,True,MIT License
Kushal334,Kushal334/Project-43,2021-09-27T17:23:44Z,2,2,Swift,True,True,
Kushal334,Kushal334/Project-44,2021-09-27T17:25:39Z,2,2,Swift,True,True,MIT License
Kushal334,Kushal334/Project-45,2021-09-29T13:43:13Z,1,1,Swift,True,True,MIT License
Kushal334,Kushal334/Project-46,2021-09-29T13:45:06Z,1,1,Swift,True,True,MIT License
Kushal334,Kushal334/Project-47,2021-09-30T14:41:01Z,1,1,Swift,True,True,MIT License
Kushal334,Kushal334/Project-48,2021-09-30T14:43:39Z,2,2,Swift,True,True,
Kushal334,Kushal334/Project-49,2021-09-30T14:46:12Z,3,3,Swift,True,True,
Kushal334,Kushal334/project-5,2021-09-18T17:47:41Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-50,2021-10-01T18:12:04Z,1,1,Swift,True,True,
Kushal334,Kushal334/Project-51,2021-10-01T18:13:48Z,2,2,Swift,True,True,
Kushal334,Kushal334/Project-6,2021-09-19T08:41:58Z,0,0,Swift,True,True,MIT License
Kushal334,Kushal334/Project-7,2021-09-19T08:45:25Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-8,2021-09-19T08:52:43Z,0,0,Swift,True,True,
Kushal334,Kushal334/Project-9,2021-09-19T08:56:04Z,0,0,Swift,True,True,
Kushal334,Kushal334/Python-app,2022-02-04T17:23:08Z,1,1,Python,True,True,Apache License 2.0
Kushal334,Kushal334/Python-app-data,2022-02-04T17:42:01Z,2,2,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/Python-app-weather-like-series,2022-02-04T17:39:59Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/Python-application-using-series,2022-02-04T17:14:22Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Python-project,2022-01-24T07:21:05Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/Python-project-2,2022-01-24T07:26:44Z,2,2,Python,True,True,Apache License 2.0
Kushal334,Kushal334/Python-project-3,2022-02-04T10:43:46Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Python-project-4,2022-02-02T12:15:10Z,1,1,Python,True,True,Apache License 2.0
Kushal334,Kushal334/Python-project-5,2022-02-04T17:01:46Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Python-project-6,2022-02-04T17:05:01Z,1,1,Python,True,True,MIT License
Kushal334,Kushal334/Python-project-7,2022-02-04T17:06:26Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Python-project-8,2022-02-04T17:12:55Z,1,1,Python,True,True,
Kushal334,Kushal334/Python-project-9,2022-02-05T15:48:55Z,1,1,Python,True,True,
Kushal334,Kushal334/Python-project-animal-tracking,2022-02-05T15:28:24Z,1,1,Jupyter Notebook,True,True,GNU General Public License v3.0
Kushal334,Kushal334/Python-project-email-service,2022-02-04T10:40:49Z,1,1,Python,True,True,
Kushal334,Kushal334/Python-project-kaggle,2022-02-05T15:24:32Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Python-project-weather-prediction,2022-02-04T10:31:10Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Python-Weather-App,2022-02-07T06:41:55Z,1,1,Python,True,True,
Kushal334,Kushal334/Python-weather-application-using-series-of-data,2022-02-04T17:10:59Z,1,1,Python,True,True,
Kushal334,Kushal334/PythonDataScienceHandbook,2022-02-11T13:43:41Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/Pyton-project-measure,2022-02-04T10:44:45Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/pytorch_deep_learning_models,2022-02-12T07:34:56Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Quora-Topic-Modelling--LDA,2022-02-12T08:10:02Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Quora-Topic-Modelling-LDA,2022-02-06T18:03:48Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/Quora-Topic-Modelling-LDA-,2022-02-07T17:01:55Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Quora-Topic-Modelling-LDA-and-NMF,2022-02-07T06:44:56Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Quora-Topic-Modelling-LDA-and-NMF-master,2022-02-06T08:10:35Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Quora-Topic-Modelling-LDA-Model,2022-02-08T10:40:00Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Random-Forest-Classifier,2022-02-06T09:11:18Z,1,1,Python,True,True,
Kushal334,Kushal334/Random-Forest-Classifier-master,2022-02-05T15:33:16Z,1,1,Python,True,True,
Kushal334,Kushal334/Random-Forest-Regression-master,2022-02-07T06:28:19Z,1,1,Python,True,True,
Kushal334,Kushal334/Readme-Introduction,2022-02-19T08:11:02Z,2,2,,True,True,
Kushal334,Kushal334/Real-Estate,2022-02-13T10:45:39Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Recommendation-Systems,2022-02-11T13:41:58Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/roadmap-data-scientist-master,2022-02-06T17:14:42Z,1,1,Jupyter Notebook,True,True,Apache License 2.0
Kushal334,Kushal334/Sarcasm-Detection,2022-02-12T06:39:25Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/save-the-dot-project-swift,2022-02-05T16:16:17Z,2,2,Swift,True,True,MIT License
Kushal334,Kushal334/scikit-uplift,2022-02-10T11:02:21Z,1,1,Python,True,True,MIT License
Kushal334,Kushal334/Screen-test,2021-12-17T04:27:56Z,2,2,Swift,True,True,
Kushal334,Kushal334/Self-Driving-Car-on-GTAV-master,2022-02-07T16:49:35Z,1,1,Jupyter Notebook,True,True,GNU General Public License v3.0
Kushal334,Kushal334/Sequoia,2022-02-07T16:55:35Z,1,1,Python,True,True,GNU General Public License v3.0
Kushal334,Kushal334/Simple-Linear-Regression-master,2022-02-05T15:52:50Z,1,1,Python,True,True,
Kushal334,Kushal334/solar-power-generation-time---series-Forecasting,2022-02-20T07:05:17Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/Solar-Power-Generation-Time--Series-Forecasting,2022-02-12T08:21:41Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/Solar-Power-Generation-Time-Series,2022-02-17T16:48:43Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/Solar-Power-Generation-Time-Series-,2022-02-07T17:03:14Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Solar-Power-Generation-Time-Series-Forecast,2022-02-08T10:41:32Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Solar-Power-Generation-Time-Series-Forecasting,2022-02-06T17:20:56Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Solar-Power-Generation-Time-Series-Forecasting--,2022-02-10T11:37:40Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Solar-Power-Generation-Time-Series-Forecasting-main,2022-02-06T08:32:25Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Solar-Power-Generation-Time-Series-Forecasting-model,2022-02-07T07:42:55Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Speech-Recognition-Using-Tensorflow,2022-02-17T16:00:45Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/stock-similarity,2022-02-10T11:17:20Z,1,1,Python,True,True,
Kushal334,Kushal334/stock_timeseries_forecasting-main,2022-02-05T15:34:26Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Streamlit-master,2022-02-05T16:05:27Z,1,1,,True,True,
Kushal334,Kushal334/Survey-Nonlinear-Filters,2022-02-08T10:30:42Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/swift-app,2022-02-04T17:45:26Z,2,2,Ruby,True,True,
Kushal334,Kushal334/Swift-Introduction,2022-02-08T09:48:35Z,2,2,Swift,True,True,
Kushal334,Kushal334/swift-weather-app,2022-02-04T17:52:53Z,2,2,Swift,True,True,
Kushal334,Kushal334/SwiftLanguageWeather-master,2022-02-05T16:12:53Z,1,1,Swift,True,True,MIT License
Kushal334,Kushal334/technical-analysis-master,2022-02-06T17:29:41Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/tensorflow_deep_learning_models,2022-02-12T07:31:51Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Text-Classification,2022-02-07T17:05:02Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/textgenrnn-master,2022-02-06T08:26:53Z,1,1,Jupyter Notebook,True,True,Other
Kushal334,Kushal334/tfp-taxi,2022-02-10T11:00:54Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/Time-Series-Analysis-and-Forecasting-Python,2022-02-13T10:59:39Z,1,1,HTML,True,True,
Kushal334,Kushal334/Time-Series-Analysis-and-Forecasting-with-Python,2022-02-11T13:50:21Z,1,1,HTML,True,True,
Kushal334,Kushal334/Time-Series-Analysis-and-Forecasting-with-Python--Series,2022-02-15T17:19:15Z,1,1,HTML,True,True,
Kushal334,Kushal334/Time-series-analysis-using-Python-master,2022-02-06T17:46:41Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Time-series-forecasting-python,2022-02-19T08:34:08Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/time-series-forecasting-with-python,2022-02-07T16:36:21Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/time-series-forecasting-with-python-master,2022-02-06T09:22:02Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Time-Series-project-main,2022-02-06T17:16:14Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Time-series-Weather-forecasting-master,2022-02-05T16:09:40Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/ToastSwiftUI-master,2022-02-06T07:51:46Z,2,2,Swift,True,True,MIT License
Kushal334,Kushal334/Todo-app-swift-,2022-02-05T17:10:54Z,3,3,Swift,True,True,
Kushal334,Kushal334/Todo-app-swift-language,2022-02-05T16:18:24Z,1,1,Swift,True,True,
Kushal334,Kushal334/todoList-iOS-master,2022-02-05T17:16:31Z,1,1,Swift,True,True,
Kushal334,Kushal334/Toxic-Comment-Prediction-Using-BERT,2022-02-20T07:06:55Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/Trainer-master,2022-02-05T15:56:27Z,1,1,,True,True,
Kushal334,Kushal334/Transportation-system-master,2022-02-05T15:53:54Z,1,1,Dart,True,True,Mozilla Public License 2.0
Kushal334,Kushal334/Twitter--Sentiment-Analysis-using-python,2022-02-11T14:11:50Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/Twitter-Sentiment-Analysis,2022-02-10T11:21:26Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/Twitter-Sentiment-Analysis-using-python,2022-02-10T11:22:54Z,1,1,Jupyter Notebook,True,True,MIT License
Kushal334,Kushal334/twitter-sentiment-live,2022-02-06T17:12:23Z,1,1,Python,True,True,Apache License 2.0
Kushal334,Kushal334/Twitter_users_analysis,2022-02-10T10:55:16Z,1,1,R,True,True,
Kushal334,Kushal334/University-Admission-AUsing-Machine-Learning-Model,2022-02-15T17:22:54Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/University-Admission-Prediction-Using-Machine-Learning,2022-02-19T08:42:30Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/University-Admission-Prediction-Using-Machine-Learning-Model,2022-02-07T06:47:32Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/University-Admission-Prediction-Using-Machine-Learning-Model-,2022-02-10T11:58:30Z,2,2,Jupyter Notebook,True,True,
Kushal334,Kushal334/University-Admission-Prediction-Using-Machine-Learning-Models-master,2022-02-06T08:17:43Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/VaspBandUnfolding-master,2022-02-06T17:27:07Z,1,1,Python,True,True,
Kushal334,Kushal334/VectorSpaceModel,2022-02-12T06:37:27Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Visuospatial-Attention,2022-02-08T10:29:29Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/voucher-segmenter-airflow,2022-02-10T11:18:30Z,1,1,Python,True,True,
Kushal334,Kushal334/Weather--Prediction,2022-02-11T14:19:54Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Weather-app,2022-02-05T17:32:56Z,1,1,,True,True,
Kushal334,Kushal334/Weather-Forecast-And-Prediction-by-Machine-Learning,2022-02-07T06:35:28Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/weather-forecaster,2022-02-05T15:59:02Z,1,1,JavaScript,True,True,
Kushal334,Kushal334/Weather-Prediction,2022-02-07T17:12:34Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/web-scraping-with-python,2022-02-10T12:03:58Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/wordle_analysis,2022-02-12T06:35:47Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Youtubilytics-Python-Data-Analysis,2022-02-10T11:59:35Z,1,1,Jupyter Notebook,True,True,
Kushal334,Kushal334/Youtubilytics-Python-Data-Analysis-master,2022-02-06T08:19:23Z,1,1,Jupyter Notebook,True,True,
ritz078,ritz078/accountant,2021-12-26T15:20:16Z,14,14,TypeScript,True,True,
ritz078,ritz078/arduinode,2015-02-13T19:19:17Z,2,2,JavaScript,True,True,
ritz078,ritz078/browserify-babel-demo,2015-05-14T14:52:21Z,0,0,JavaScript,True,True,
ritz078,ritz078/carbon,2018-02-06T14:51:47Z,3,3,JavaScript,True,True,MIT License
ritz078,ritz078/CodeMirror,2021-02-25T21:29:10Z,0,0,,True,False,MIT License
ritz078,ritz078/codesandbox-client,2017-08-16T20:40:54Z,0,0,JavaScript,True,True,MIT License
ritz078,ritz078/connect-e-dil,2014-12-08T17:00:11Z,1,1,CSS,True,False,
ritz078,ritz078/counter,2016-06-26T10:31:00Z,0,0,,True,True,
ritz078,ritz078/electron-unhandled,2020-06-14T20:44:03Z,0,0,,True,False,MIT License
ritz078,ritz078/embed-js,2015-02-24T04:43:55Z,1269,1269,JavaScript,True,False,MIT License
ritz078,ritz078/emoji-assistant,2016-07-11T16:57:53Z,43,43,JavaScript,True,True,
ritz078,ritz078/evergreen,2017-08-26T18:55:31Z,0,0,JavaScript,True,True,Other
ritz078,ritz078/flow-examples,2015-06-03T13:45:38Z,0,0,JavaScript,True,True,
ritz078,ritz078/formik,2018-06-25T06:53:33Z,0,0,TypeScript,True,False,MIT License
ritz078,ritz078/fuzzy-picker,2017-10-29T22:43:26Z,0,0,JavaScript,True,True,MIT License
ritz078,ritz078/generate-schema,2017-08-25T19:24:15Z,1,1,JavaScript,True,False,MIT License
ritz078,ritz078/git-point,2017-07-12T12:46:19Z,0,0,JavaScript,True,True,MIT License
ritz078,ritz078/github-readme-stats,2020-07-19T20:56:59Z,1,1,,True,True,MIT License
ritz078,ritz078/govuk-react,2019-01-23T13:00:30Z,0,0,JavaScript,True,True,MIT License
ritz078,ritz078/handlebars-precompilation-demo,2015-06-01T17:27:41Z,0,0,JavaScript,True,True,
ritz078,ritz078/homebridge-tuya-web,2021-03-07T12:54:57Z,0,0,,True,True,MIT License
ritz078,ritz078/housing-chrome-extension,2015-07-13T07:26:46Z,0,0,JavaScript,True,True,
ritz078,ritz078/javascript-plugin-boilerplate,2015-12-12T18:59:59Z,9,9,JavaScript,True,True,
ritz078,ritz078/jest-puppeteer,2020-08-10T14:29:38Z,0,0,,True,False,MIT License
ritz078,ritz078/Kalman-Filters-Analysis,2014-08-25T17:30:40Z,0,0,CSS,True,True,
ritz078,ritz078/learn-regex,2017-08-10T09:15:32Z,0,0,,True,True,MIT License
ritz078,ritz078/lerna-yarn-workspaces-example,2018-09-21T15:51:20Z,0,0,TypeScript,True,True,MIT License
ritz078,ritz078/matlab-mean-demo,2015-05-27T10:38:05Z,3,3,Matlab,True,True,
ritz078,ritz078/midi-instruments,2018-09-20T19:33:36Z,3,3,TypeScript,True,True,
ritz078,ritz078/midi-js-soundfonts,2018-09-22T09:50:44Z,0,0,,True,True,MIT License
ritz078,ritz078/monaco-react,2021-06-19T19:23:16Z,0,0,,True,True,MIT License
ritz078,ritz078/moose,2017-01-11T17:02:20Z,833,833,TypeScript,True,True,MIT License
ritz078,ritz078/nextjs-typescript-emotion-starter,2019-06-20T13:22:49Z,0,0,JavaScript,True,True,
ritz078,ritz078/ng-embed,2015-03-23T20:53:51Z,122,122,CSS,True,True,MIT License
ritz078,ritz078/ngEmoticons,2014-06-26T08:35:46Z,63,63,CSS,True,True,MIT License
ritz078,ritz078/nodebot-sample,2015-08-09T09:43:12Z,1,1,JavaScript,True,True,
ritz078,ritz078/opensheetmusicdisplay,2018-09-20T15:54:37Z,0,0,TypeScript,True,True,MIT License
ritz078,ritz078/pebble-core,2018-09-06T14:26:25Z,0,0,,True,True,
ritz078,ritz078/photomosaic.js,2015-09-22T09:31:24Z,61,61,JavaScript,True,True,
ritz078,ritz078/playwright-ct-repro,2024-07-08T19:10:09Z,0,0,,True,True,
ritz078,ritz078/playwright-repro,2023-03-27T10:14:55Z,0,0,,True,True,
ritz078,ritz078/PSPDF-ng8,2024-01-12T07:02:15Z,0,0,,True,True,
ritz078,ritz078/pspdfkit-form-designer,2021-09-15T09:48:48Z,1,1,JavaScript,True,False,Other
ritz078,ritz078/PSPDFKit-Web-Performance,2021-01-19T14:18:42Z,0,0,JavaScript,True,True,Other
ritz078,ritz078/pspdfkit-webassembly-benchmark,2021-09-28T11:48:57Z,0,0,,True,False,Other
ritz078,ritz078/pw-ct-repro,2024-07-08T19:33:39Z,0,0,TypeScript,True,True,
ritz078,ritz078/raaga,2018-09-23T13:03:29Z,133,133,TypeScript,True,False,
ritz078,ritz078/react-calendar,2018-06-12T22:03:35Z,2,2,JavaScript,True,True,MIT License
ritz078,ritz078/react-complex-tree,2024-09-13T06:55:37Z,0,0,,True,True,MIT License
ritz078,ritz078/react-component-boilerplate,2016-02-11T19:16:17Z,12,12,JavaScript,True,True,MIT License
ritz078,ritz078/react-devtools,2018-08-05T17:28:37Z,0,0,JavaScript,True,True,Other
ritz078,ritz078/react-filters,2016-03-04T20:11:22Z,35,35,JavaScript,True,False,MIT License
ritz078,ritz078/react-fuzzy-search,2016-04-19T18:48:51Z,76,76,JavaScript,True,True,MIT License
ritz078,ritz078/react-magic,2017-08-09T20:15:51Z,2,2,JavaScript,True,True,Other
ritz078,ritz078/react-native-calendars,2017-10-21T10:54:36Z,0,0,JavaScript,True,False,MIT License
ritz078,ritz078/react-native-component-boilerplate,2017-06-19T11:40:45Z,2,2,JavaScript,True,True,
